Zeitstempel,Enter your personal code or first name,Which sampling method did you use?,How long do you believe the mind wandering lasted approximately?,"Was your mind wandering social?
(this could mean anything from a conversation to only feeling the ""presence"" of others)","What was the type of interaction? 
(Select all that apply)",Felt Purpose (Select all that apply),Where emotions present in your mind wandering episode?,What was the general valence of your emotions? (Select all that apply),Rate overall intensity of emotions,"Did you feel like you decided to mind wander at some point?
(at the beginning or during the episode)",Did you feel as if you had control over your mind wandering during the episode?,How easily could you have stepped out of mind wandering?,How aware were you about your environment?,"Describe the mood of your mind wandering episode in max. three words. 
(For example joyful, kind, grateful, connected, focused, curious, mindful, relaxed, neutral, empty, playful, disinterested, distracted, restless, tired, anxious, overwhelmed, melancholic...)","Please describe your mind wandering: the context, where have you been, what did you do, and how did it start and end?",Describe what it was about (content) and how you experienced it (how it presented itself to you).,"Your comments: please add here any comments about the episode or the survey that you find relevant. Special cases of MW experience, something that happened, but didn't appear in the questionnaire, anything."
09.01.2023 13:57:12,4738,Purposeful sampling,< 1 Minute,Yes,Observing / Analysing others,"Passive replaying of a memory, contemplating my life",No,,,No,No,5,3,reflective,I was in my room looking at a story on instagram. The content of the story made me mind wander. Then I wanted to go do something else so the mind wandering stopped.,The story was about someone that comes to your house to fold cloths and organize your closet. I thought about one time that my mom scheduled one of these people to organize our closets at our house. I thought about how I thought it was unnecessary because the closet will get messy again after a short time and imagined my organized closet after that woman organized it and I imagined her organizing my closet in my old room. Then I thought how my mom always liked that my room is tidy and about fights we had about it. And it seemed weird to me that she cares about another person's closet. Then I thought about the room I have right now and that it is usually tidy and my mom could be relaxed that I was an orderly person after all.,
14.12.2022 12:24:03,4759,Purposeful sampling,< 1 Minute,Yes,Other,"Passive replaying of a memory, Active replaying of a memory",No,,,No,I don't know,7,1,distracted,"I was sitting on the sofa, having my laptop on my lap. My task was to work on a document for university but I went away with my mind. I cannot remember how it ended and also not how it started but my guess would be that it was somehow triggered by the environment since it was about people I spent time with. ",I thought about the flatmate of my boyfriend and her boyfriend. How they met and how they possibly interact. I putted together some pictures I knew (pictures were sent to me on WhatsApp) and added some own interpretations / thoughts into it. It was a very conceptual way of thinking of them. I was not part of it. There was no clear structure or dynamic. I cannot describe the chronological order. It was very short impressions put together. ,
14.12.2022 13:42:01,4759,Purposeful sampling,< 1 Minute,No,,Playing of a possible future scenario (not planning),Yes,Negative,2,No,I don't know,7,4,panic,"I was sitting on the toilet, noticing the pain in my lower belly and starting to mind wander because I talked about it with a doctor and he explained me what it could be. But it is not clear yet. I don't know how it ended","First I imagined myself being in the hospital (the treatment the doc mentioned), it was conceptual not visual or anything, but there the light panic started. It was not fear but panic. I also imagined in which hospital i would go. Then I switched to imagine how I have to cancel my vacation trip and later I went to a thought where I had to skip the semester and needed to let know the people at university that I cannot start courses. 
I think i somehow actively switched to the university and vacation thoughts. but the start of the hospital thought was triggered by the pain.",
15.12.2022 09:10:16,4759,Purposeful sampling,5 - 10 Minutes,Yes,"Conversation, Activity",Playing around,Yes,"Positive, Negative",6,No,"Both, it changed over time",1,1,excited,"morning, laying in bed with eyes closed; it probably was something between a dream and a mind wandering; I don't know how it stopped or started","I was with people and we found a dog on the street who was in labour. we first tried to support her there but at some point it seemed as if the dog died. Then we brought her to a doc (human doc for children) were she born the puppies. I helped her with my hands giving kind of a massage and put the puppies close to her. 
I think I could decide that we went to the doc but other then that I had no control over what happened. The mood or emotion did not change significantly over time. There was some fear when we thought the dog died but overall it was very exciting in a positive and negative way, fluctuating somewhere between",
15.12.2022 11:44:54,4759,Random sampling,< 1 Minute,No,,Problem solving,No,,,No,Yes,7,7,neutral,"i was sitting at the couch and having my laptop on my lap, speaking through a presentation for a course. I was currently at a slide with causes for disease. It ended by the beep",I wondered if Covid would be one of the causes and if yes if it fits in one of the broader categories of causes. I think I somehow actively thought about it even though I was talking at the time,
16.12.2022 08:39:26,4759,Purposeful sampling,< 1 Minute,Yes,Activity,"Planning, Playing around",No,,,I don't know,No,5,4,,"Laying in bed with closed eyes in the morning, it was triggered by a conversation yesterday since we talked about what we will do this day. I don't konw how it ended","I had the idea of how we drove with the car to the old flat to get some boxes from the basement and then we continued to go with the car to my favourite bakery here and buying some croissants. I had a light idea of the entrance of the flat as well as the entrance of the bakery. But no detailed picture. I also did not talk to my boyfriend or saw him. I only know I was not driving. 
It was a very linear mind wandering. No big changes over time",
17.12.2022 16:41:54,4759,Purposeful sampling,< 1 Minute,No,,Planning,No,,,No,Yes,7,7,neutral,I was sitting at the couch in front of a chimney and reading something for university when I realised that my idea was to do this in the train the other day. It ended when I noticed that this is MW and I can use it as sample,"I had a light picture of myself in the train from first perspective. I knew how it will feel like being in the train, no other people were present and as Anja from the couch i wondered what I will do instead in the train when I already finished to read the samples. I remembered a book I bought recently and that I can start reading it. 
there was no much change since it was a very short episode",
19.12.2022 12:11:54,4759,Purposeful sampling,< 1 Minute,Yes,Other,imagination of future,Yes,Positive,2,No,No,7,4,warmth,"sitting in the train, looking out of the window, eating Breze. It started because I thought of open messages and to dos of myself. one of it involves the answer of Tomas. No idea how it ended.","wondering why my boyfriend did not reply to the last message and then starting to imagine how he will write me what he was doing at this point in time. I imagined him telling me how he uploaded a offer on ebay. it was his basically unused running shoes he sorted out one of the past days. I know that he planned to do the offer on ebay. I further thought about what else he probably does in the train, e.g. eating, writing something for uni or listening to a podcast.",
19.12.2022 13:28:43,4759,Purposeful sampling,< 1 Minute,Yes,Conversation,Future imagination,Yes,Negative,6,No,Yes,7,5,"Intense, fiery, aggressive","sitting in the train, reading a message on my phone from my group work partners, they plan to schedule a  meeting with a supervisor tomorrow. I don't know how it ended","I started to mind wander about how I let them know about my opinion. I am not sure if I wrote them or if I told them but it was really fiery and a bit aggressive. I was very annoyed of the message and about their working style. I wanted to tell them that it does not help them meeting with the supervisor if they just don't do the work. I also wanted to not participate in the meeting. It was not just the negative mood but at the same time relief to speak up with my opinion. The emotions were not bodily present, only conceptual. But still felt strong.",
20.12.2022 13:37:54,4759,Random sampling,< 1 Minute,Yes,Other,Wondering,No,,,No,No,7,7,neutral,"I was filling a glass with water; I set the tap completely to the right so that I will get really cold water, I first let it run to the sink and then put the glass underneath. i was only touching the tap with two fingers since the sink was very freshly cleaned and super shiny and I did not want to ""make it dirty"". I think it started somehow related to the two fingers thing. noticing my own weird behavior and wondering if its reasonable trying not to touch the sink. It ended by me wondering if I can use this as mw sample.","I was wondering if my mom actually bothers when people use the sink so short after she cleaned it. I compared this in my head with own situations where I am cleaning things and people make it dirty very shortly after. But then I decided in my head that this is different since it is only a sink and its not really getting dirty by purring water. I also stated in my head very clearly the argument that I am just thirsty and I need water so it would not make sense to only use the sink when its not clean. I continued by deciding that it is actually nonsense having the sink so clean and clean it so often. The whole mw happened with having my mom present somehow. it was somehow all about her and caring about her feeling about it, i did not want to annoy her.",
21.12.2022 12:06:00,4759,Purposeful sampling,< 1 Minute,Yes,Conversation,Passive replaying of a memory,I don't know,,,No,No,7,6,concerned,"I was sitting in the car, not driving myself. Only looking out of the front window and shortly before I reached home. 
I don't know how it started or ended","I was thinking of a text message of a friend from the previous day and what she wrote me there. I thought about her feelings and that she seemed stressed and annoyed. I thought about her reaction to what happened in her life and if I think if this reaction is appropriate. I came to the conclusion that it is about expectations and that I would have lower expectations in her case. 
This came to me as mostly unsymbolised, I might heard a bit of her voice but not clear sentences. I rather remembered what she wrote me (some parts of the message) and this in her voice. My own processing about it happened unsymbolised",
21.12.2022 13:52:09,4759,Purposeful sampling,< 1 Minute,Yes,"Conversation, Activity",Imagination of future,No,,,No,No,7,6,,I was standing in front of the microwave and looking outside the window. Waiting for something inside the microwave to be heated.,I had my boyfriend in mind and how he asks me to go together with some friends to Abis Falafel. It was part of an imagination how we spend time with friends in Ljubljana but the thought about Abis Falafel was most prominent. The general idea with the time and friends was rather a background feeling. I knew that we were standing somewhere outside the food place and I felt the presence of my friends (two of them for sure) but not all of them who will be there (it is an real scenario in the future since we gonna be there together in the christmas holidays). Also my own presence was the most prominent one in my mind.,
21.12.2022 20:49:13,4759,Purposeful sampling,< 1 Minute,Yes,"Conversation, Observing / Analysing others",Imagination of future,Yes,Negative,2,No,No,7,7,,I was standing at the kitchen table and wrapping a gift for my niece for Christmas,"It started with me wondering if I will admire the life of my sister in the future. Basically thinking of things she is going to ""have"" and wondering if I will have similar things and if not if I will be as happy as her. Then it switched to a thought where I am planning to introduce the parents of my boyfriend to my mom and explaining her how they are. I had a conversation with her (unsymbolised) and it was only my mom. I was concerned that she would not like them and I rather explained that I think they are a bit difficult. Then the MW it jumped back to my sister and I thought about her relationship to the parents of her husband.  It was only the knowledge that she likes them, I had an idea of her being in their kitchen and spending time at their house (unsymbolised again)",
22.12.2022 09:46:47,4759,Purposeful sampling,< 1 Minute,Yes,Observed by others,"Planning, Playing around, Imagination of future",Yes,Positive,3,No,No,7,3,excitemtent,"I was sitting at the kitchen table, looking out of the window and drinking a coffee",it started with thinking about applying for a working student position in Zürich; i was in an online interview and knew that there are people with me but I had not a detailed idea bout these people. Then I jumped to a thought of me being in Vienna in the summer semester and taking one of the method courses with students from the year behind us (to me this was not social anymore); then I decided in my head that I will apply for more method courses than I have to take to make sure I get a seat in some; this was followed by a thought of me in Vienna taking a sport course together with a friend (I think I was waiting for the friend to arrive at the sports place; I would not really count this as social either. I felt excited and a bit nervous over the whole episode for what comes in the future,
22.12.2022 13:48:20,4759,Purposeful sampling,< 1 Minute,Yes,Conversation,Passive replaying of a memory,No,,,No,No,7,2,neutral,I was in the bathroom washing my hair; i think it started by the impression of my niece; i took care of her because my sister was going to the Christmas lunch of her previous job; my mom is currently downstairs with my niece; no idea how it ended,I remembered a conversation with a former colleague of mine; i also was at the Christmas party and I met her and she told me that she also just had a baby. She told me that her boyfriend or husband now takes care of the kid when she is at the party and that she prepared everything so that he can feed her. My thoughts switched to my sister being gone but my mom and me not having food for my niece here. Wondering if she would take a bottle to drink.,
23.12.2022 11:14:45,4759,Purposeful sampling,< 1 Minute,No,,Passive replaying of a memory,Yes,Negative,5,No,No,7,2,critical,"I was sitting on the sofa, my phone in my hand but looking out of the window. It started because I opened the chat with the group of people and checked the last messages related to the topic",I was replaying a memory of some decisions I took together with some friends. It is about vacation. We wanted to book an airbnb but did not book it in time since we weren't sure how many people and how long we will stay. I went through the reasons again because I was not aware of them at the moment and in the present I was annoyed by our decision not booking anything because now it is impossible to find something as well as stressful since we don't know where else to stay,
24.12.2022 17:11:30,4759,Purposeful sampling,< 1 Minute,No,,"Planning, Imagination of future",Yes,Negative,2,No,No,7,4,neutral,"I was standing at the sink, washing potatoes. It started with thinking of potatoes","The potatoes reminded me of the food I bought for vacation and I wondered if I should go and check on the food if the veggies are still good (there are also potatoes inside). I then continued somehow to think of the garlic which is still missing. And I wanted to add it onto the list to remember putting some garlic into the box. It was completely unsymbolised, my mood was a bit stressed (not forgetting anything important for the vacation)",
26.12.2022 00:17:31,4759,Purposeful sampling,< 1 Minute,Yes,"Conversation, Activity","Planning, Imagination of future",No,,,No,No,7,6,stressed,"I was laying on the couch, watching a animal documentation. I don't know why or how this mw started. ","I imagined my boyfriend at this living room. I will pick him up in an hour from the train station and I imagined how we will be here at my home, talk about some open things we need to clarify before we go to vacation and maybe unpack gifts. it was blurry visual but no details. rather a knowing who is with me and where we are. ",
16.12.2022 00:59:45,5022,Purposeful sampling,1 - 5 Minutes,Yes,Conversation,Playing around,Yes,Negative,7,No,"Both, it changed over time",4,3,"anxious, strained, overwhelmed","I'm sitting at the table with my roommate and some friends, it's evening. We're talking about skiing. I don't know exactly when the WM started while we were talking about skiing. I decided the end (after maybe 1.5 minutes myself)","I thought about my father's skiing accident last year. I wasn't there but the scene was described to me in detail. I saw the scene in pictures and imagined how I would react to the moment. What I say to my father, how I calm him down. The emotions were very strong. I felt like I could feel the pain and excitement of my (imagined) father. I felt the excitement in my body. It was only after a while that I was able to consciously end the MW and turn my attention back to the conversation.",
16.12.2022 01:09:32,5022,Purposeful sampling,1 - 5 Minutes,Yes,Observed by others,Playing around,I don't know,,,No,"Both, it changed over time",6,5,"thoughtful, neutral, pressure to perform",Walk alone in the green. Thinking about what I still have to do for university.,"I've been thinking about what I still have to do for uni and that I'm still missing a few samples. Meanwhile I noticed that I was MW and asked myself if I could use this MW as a sample. It felt like a chain of thoughts where I shimmy from one thought to the next. My next thought was whether this is really what the MW group is looking for, because it is not independent of research but MW about MW. And whether I should write the sample at all if it might then be excluded from the analysis. The thoughts didn't feel very conscious but more incidental while I was walking, especially at the beginning. But over time, the environment has moved more into the background of my perception and my concern whether this is a good sample and what the people who evaluate the samples will think about my writing has grown stronger. Rather think without an image but in a certain way feeling the presence or the judgment of other people.",
16.12.2022 01:20:30,5022,Random sampling,< 1 Minute,No,,Playing around,No,,,No,No,5,4,"boring, procrastination, wanting","Sitting at the computer at home, reading a paper. have time pressure.","While reading the paper, my mind wandered without realizing that I was no longer concentrating on the lines that I was still reading. I'm thinking about how I can get a specific sample of a perfume that isn't available in almost any store. Thoughts feel exciting, but the background feeling is bored (reading the paper). While I'm not really aware that I'm MW, I have a latent feeling that thinking about perfume isn't what I should be doing right now. After a short while I realize that I've wandered off and try to focus on the paper again.",
16.12.2022 09:33:22,5022,Purposeful sampling,< 1 Minute,Yes,Conversation,Planning,Yes,Negative,2,I don't know,Yes,7,6,"slightly excited, yet relaxed, neutral","I am in a seminar and have to give a presentation, my colleagues with whom I am giving the presentation are presenting right now. I sit in the front and wait for my part to come. I don't know exactly how the MW started or how it ended, it wasn't salient triggers that initiated the MW. The end of the MW was not a decision, but the environment drew my attention again without there being a salient reason for it.","I thought about the content of my presentation and tried to find formulations for what I wanted to say, mainly because English is not my mother tongue. I think part of my attention was on my colleagues' presentation, looking for inspiration for phrases that I could also use. I spoke the sentences internally and sometimes started a sentence without knowing how it would end and ""waiting"" for the solutions my mind would come up with. While some activity accompanies the process, at the same time I was relaxed and ""waiting"" rather than being passive and listening to my thoughts. After the sentence began, it wasn't so much a search for formulations but rather a passive wait for what would come up ""from the depths of my knowledge of the language"".",I have noticed that it is not always easy for me to indicate three moods of my MW. Sometimes it's just a mood that determines the moment. Further descriptions would rather distort the picture of my mood.
16.12.2022 09:54:13,5022,Purposeful sampling,1 - 5 Minutes,Yes,Other,Playing around,Yes,Positive,4,No,Yes,6,7,"amused, curious, relaxed","I went to subway with a friend for dinner. After we sat down, I looked at a picture on the wall. This is how the MW started. MW stopped when I shared my thoughts with my friend.","The picture caught my attention because it was a classic food picture, as is often the case in restaurants, and at the same time it was unusual because it was far too simple: a bowl of tomato sauce and next to it an onion and cloves of garlic. Not very nicely presented or photographed. I thought about who decided to hang this picture and what that person might have been thinking. That's the only social dimension I couldn't tick in the questionnaire: I would describe it as observing/judging other people. I tried to find different reasons to hang this picture. Whether there is some intention behind a very easy/too easy picture to hang in a fast food restaurant. A kind of statement. Be simple and stand by it. The background feeling was amused and also slightly distanced from my surroundings because I perceived it as something artificially designed. I tried to feel how this designed environment affects me to find out what the intention of the designers might be. I was aware of my surrounding.",
20.12.2022 13:28:45,5022,Random sampling,< 1 Minute,No,,Planning,No,,,No,Yes,6,2,neutral," I'm tidying up and just trimmed dead leaves off a large indoor palm. I'm on my way to the next room to look at the next plant. I think the MW started when I stoped to trimm the leaves, and it stoped with the beep. ","Experience: Although I'm moving, I don't really take my environment into account, but see the palm tree I've just worked on in my mind's eye and let it rotate internally to determine the best position to rotate it in so that it can be used as a substitute for a Christmas tree ( this is no playing around, but a real plan). Although I think no inner speech is present. It's not intentional MW, so that's what I intended to do. I'm in the mode of tidying up, arranging and preparing and my thoughts are focused on arranging my surroundings. I had an original intention (cleaning up) and my thoughts now seem to follow that goal without it being a really conscious active process.",
25.12.2022 17:14:52,5022,Purposeful sampling,1 - 5 Minutes,No,,Playing around,I don't know,,,No,I don't know,5,2,wondering,It's morning and I'm in bed but I've been awake for a while. I look at a picture on the wall.,"I see a few houses in the picture and also a small tower. The tower reminds me of the Game of Thornes series. I'm just thinking about last season and that there was so much criticism of the script. I picture a scene I saw in a video: the actors read the text for the first time and are dismayed at what is happening and how the characters are behaving. After seeing this scene in my mind's eye, the question arises as to whether there would be any effect if actors protested against the script. The question isn't an inner speech, but somehow appears formlessly in me. This is followed by the conclusion that a single actor would probably have a poor chance of success. But maybe it would have an effect if several actors got together. I have an image in my mind again of the GoT actors going to the screenwriters and complaining. MW ends because I become aware of my MW and find that I should get up instead of going to MW.",
25.12.2022 17:31:20,5022,Purposeful sampling,1 - 5 Minutes,Yes,worry about others,Problem solving,Yes,Negative,4,No,I don't know,2,6,worried,I'm at the Christmas market with my siblings (one of my brothers is only 12). There are a lot of people on the streets,"My surroundings seem a bit overwhelmed to me. A lot of lights, a lot of people and a lot of different noise sources. The MW starts when I see my little brother full of energy hips left and right. Just for a brief moment, I think back to how we used to be at a fun park as a family and lost my little brother for a few minutes. This memory is less in spoken language than in pictures but rather as an inner knowing and a memory of the feelings. After that flash of memory, I wonder what I would do now if my little brother were lost. Immediately after this thought comes a new one, which this time is more verbal: What can I do so that we can find each other again if we lose each other. (Context: My brother doesn't have a cell phone). The next thought accompanied by slightly worried emotions: How do you find each other in a city you don't know and a language you don't speak and if you don't even know the address where you live. My brain seems to be going through the different variables of this question looking for a solution. It's less something active and more like I'd set a stone rolling that is now rolling on by itself. The first solution that results from the question is that my brother knows for sure what the address of our apartment is. The MW ends with me asking my brother if he knows our address.
Even though I didn't directly address my brother in my mind during this process, he seemed somehow present.
",
25.12.2022 23:37:56,5022,Purposeful sampling,< 1 Minute,Yes,Conversation,"Planning, Imagination of future",I don't know,,,No,Yes,7,4,exhausted,I'm sitting at the table with my family and we're playing a game where one has to explain something and the other has to guess.,"Experience: I'm thinking about going to bed earlier and letting them play on their own. Right after thinking about it, I hear in my mind how they say that we are so rarely together and that they came especially because of me... I should stay a little longer, just a little. Immediately afterwards I think (but this time not so clearly formulated linguistically) that they would certainly not react like that. I briefly think about how I could formulate my announcement well. However, it's not so much the words that go through my head, but rather the attitude behind it. No real formulation but rather the question of what feeling I want to express exactly. I am searching for a feeling within myself and at the same time I feel the presence of my family as a listener to this feeling. A question from family members interrupts my MW.",
25.12.2022 23:51:09,5022,Purposeful sampling,1 - 5 Minutes,Yes,"Activity, Observing / Analysing others","Passive replaying of a memory, Playing around",Yes,Positive,3,No,No,7,5,"happy, connected","I am sitting at the table with my mother and I have placed sweets in front of us. The sweets remind her of her childhood because she used to eat very similar sweets there, but not since.","I'm glad because my strong intuition that my mother will enjoy the candy turned out to be true. I'm thinking about how specifically epigenetic works and whether that's why I like the sweets so much myself. Triggered by this thought, I remember an old school colleague who always folded his handkerchief in a very specific way like his grandfather, whom he had never met and who, according to his mother, always did it exactly like that. I see a picture of my classmate blowing his nose and folding his handkerchief. Then I think again of my mother as a child, but neither in visual images nor in words, how she eats the sweets. My MW is interrupted by a statement from my mother.",
26.12.2022 17:56:27,5022,Random sampling,1 - 5 Minutes,No,,Playing around,I don't know,,,No,Yes,7,5,relaxed,":I'm at a Christmas market and I'm eating some kind of traditional Slovenian ""pizza"" topped with cheese and garlic. I look at the fire in the stone pizza oven while I eat my pizza.","I think about how authentic the taste of this pizza is or how different it is from a pizza 200 years ago. I notice the taste of the pizza and the consistency very clearly. Paying attention to my taste buds, I separate the individual flavors from each other and analyze them. I think that certain tastes, such as white flour, were different back then. I don't know if the thoughts were put into words. Especially at the beginning of this sample, when I looked into the fire, I had the feeling of looking into the past and also had a stone oven with fire in front of my inner eye, but much more rustic. MW ended because of the beep of my phone.",
26.12.2022 18:08:02,5022,Random sampling,< 1 Minute,No,,Playing around,I don't know,,,No,Yes,7,6,neutral,I'm in a museum and my brother is pointing to an old camera on display that archeologists used to photograph their finds. A similar camera is also in our shared apartment.,"I'm thinking about what criteria archeologists use to select their cameras and whether there was already a function back then that allowed things to be photographed from a particularly close-up. Even if the thougths are formulated in words, I do not consciously ""hear"" a voice in my mind. I think about the camera that we have at home and I see it lying on the table in my mind's eye. Then I see the camera around the outside again and compare them. Then I also see a picture in my inner eye of an archeologist kneeling in the sand photographing old potsherds. Even if nothing specific in this short picture points to it, I know that my inner mental image is in Egypt around the beginning of the 20th century. The MW ends because my cell phone alarm rings.",
26.12.2022 18:29:14,5022,Purposeful sampling,< 1 Minute,No,,Playing around,No,,,No,I don't know,6,6,neutral,I'm sitting in a coffee shop with my family and we're talking about coffee prices in different cities.,"Parallel to the conversation, I see images in my mind's eye. When we talk about coffee prices in Venice, I first see the Marcus Plazza in my mind's eye and when my mother says that she drank an espresso there for 7 euros, I see a well-dressed man around 50 in front of my mind's eye, with legs crossed and brown leather shoes as he sips his espresso. In the mental image, or rather the short mental story, this man drinks his espresso there every day around noon before going to the art gallery where he works. I didn't consciously create this picture with the background information, it just appeared in front of my inner eye with all the information about it and then disappeared again after a few milliseconds. The conversation goes on and my MW stops.",
26.12.2022 22:29:38,5022,Purposeful sampling,1 - 5 Minutes,Yes,Activity,Planning,Yes,Negative,2,Yes,Yes,7,1,cramped,"I put my little brother to bed and sit in the dark room next to his bed. We don't talk, but he wants me to stay with him for a few more minutes.","I think about tomorrow and what we have planned. I see the shop in my mind's eye where we want to go. Then it occurs to me that we wanted to go to a concert that evening but didn't know which one. I'm thinking about the best way to do the searching. But it is a thought process without words. I see myself sitting on the couch on my cell phone, but actually I don't see myself, nor do I see myself from the first-person perspective, sitting on the sofa, but rather the place where I will be sitting, but I feel my presence there. Also part of it is that at the moment of the performance I feel that it's getting too cramped when four people are sitting around me and want to look at my cell phone. This is the social dimension, feeling the presence of the other people. But also the feeling is not accompanied by a strong visual image but only an undetailed image of the sofa and a feeling of being cramped. Afterwards (without consciously thinking about it) I see an image in my mind's eye of me sitting at the kitchen table with my laptop and having the facebook event page open. Then I realize that I'm MW and decide to write that down as a sample. I don't know why I became aware at that moment.",
26.12.2022 23:49:56,5022,Purposeful sampling,5 - 10 Minutes,Yes,Activity,Planning,Yes,Negative,3,No,"Both, it changed over time",3,7,stressed,,I am sitting at the table and dinner is served,"I still have an appetite and I'm not sure if I'm really hungry, there are still a few noodles on my plate. I'm wonder if I want more. The reflection is not in words and is accompanied by a feeling of stress because there are not many noodles left. Without thinking about it with great attention, this topic is present for about 3 - 5 minutes. It's more in the background, even when I'm talking I feel that this is a decision I have to make soon, otherwise there won't be any more pasta. This is the social dimension, because I feel the presence of the others. Their action influence mine. The MW ends with me feeling that I'm already full and don't need a follow-up."
27.12.2022 10:09:08,5022,Purposeful sampling,5 - 10 Minutes,No,,"Playing around, think about visual stimuli",Yes,Positive,3,No,Yes,4,7,"surprised, curious, excited","I'm sitting at my desk, actually at work, and I'm looking out the window. The cat sits in front of the fence and a crow sits above her on the fence. Later the crow also flies to the ground and approaches the cat and then jumps away again.","I watch them both and wonder why the crow is playing with danger like that. Thoughts are in verbal form but I don't consciously hear a voice in my mind. I feel curious and amazed as I watch the two. The thoughts are rather slow and there are longer gaps between the thoughts, in which I just watch the two of them. The crow hops ever closer to the cat and I wonder if it's a game for her, if crows also enjoy an adrenaline rush. The MW ends as the crow flies away and I turn back to my laptop.",
27.12.2022 11:34:38,5022,Purposeful sampling,1 - 5 Minutes,No,,"Planning, Passive replaying of a memory, Playing around",I don't know,,,Yes,Yes,7,4,neutral,"I'm sitting at my table and want to write down an MW sample that I had at the breakfast table and wanted to write it down later, but unfortunately I can't remember it.","I try to remember what I wanted to write down, but no memory comes up and no hints help me. I look out the window and think about what a weird thing MW is because even though I do it all day I can't remember anything specific in moments like this. Even if I'm trying to remember anything I've mind-wandered to today. The thoughts are expressed in words. I consciously stop and try to remember some MW from today, but the more I try, the less it seems to be there. It feels like I'm looking at a completely white wall with no clue. But it is only an internal feeling of emptiness and no visual image. I feel like I'm controlling the MW because I'm looking for specific content. The MW ends when I decide to sample these thoughts.",
27.12.2022 20:40:15,5022,Random sampling,1 - 5 Minutes,No,,Planning,Yes,Negative,1,No,I don't know,7,2,"exhausted, tired","I'm sitting in a restaurant, before I bought a new skirt in a vintage shop. We're talking about whether and which film we should watch tonight","I'm thinking about moving the buttons of the new skirt tonight in front of the television so that the waistband of the skirt is a bit wider. I think in language and at the same time see the image of the skirt in front of my inner eye. I can see exactly the area of the waistband with the buttons. This brief thought process is accompanied by a feeling of exhaustion. I then consider whether sewing on in front of the television isn't too exhausting for me. However, these thoughts are not verbal but still follow the thought process described above. It's a kind of recognizing that maybe I'm just too exhausted for that and at the same time I have the feeling of not making a decision yet but waiting to see how I think about it later. A kind of provisional status of the decision-making process. The MW is terminated by the MW alarm clock.",
27.12.2022 20:55:10,5022,Purposeful sampling,1 - 5 Minutes,No,,Problem solving,Yes,Negative,6,I don't know,Yes,5,4,"pain, tired","I'm ice skating but just taking a short break on the bench next to the rink. Because my feet hurt, I took off my ice skates.","I think about why my feet hurt so much. Are the shoes too tight and squeezing my foot, or is the blood flow obstructed and that's why my feet hurt? I think about it in speech but in between I keep getting my attention on my feet as they slowly begin to tingle and relax. I try to find an answer to my question by precisely feeling my feet. I imagine my feet in the shoe is a kind of figurative yet dark, it's more of a sense of form without seeing that form. As if all my attention were in my feet, almost as if I were completely just this foot. In my imagination it's only about one foot although both hurt a lot. The MW ends with me deciding to tie my shoes looser. I don't know what exactly prompted this decision. Maybe because feeling the foot made it clear that tightness is the problem. The decision was not the result of verbal thoughts, like a logical conclusion, but rather a realization that simply arises.",
27.12.2022 23:43:03,5022,Purposeful sampling,1 - 5 Minutes,Yes,Activity,Planning,I don't know,,,No,I don't know,3,7,,"I'm sitting in the restaurant, we're waiting for food and it's cold in the room.","I'm thinking about why it's so cold and whether there's an open door somewhere. I wonder if I should get up to have a look. I look around the room to see if a window is open somewhere. In my mind's eye I see the door of the restaurant, although I can't remember what the door looks like. I can still remember the anteroom, but not the door. My inner picture is very incomplete, but knowing what it is supposed to be doesn't let me realize it at the moment. Thinking about whether I should stand up is linguistic and also has a social component because I am considering asking my brother to stand up and see because he can stand up more easily and is not sitting on the bench. The problem of cold affects not only me but also the people around me. So I'm not only looking for a solution for myself but also for the others. While thinking about whether I should get up, I feel the presence of the others and that this problem affects them too. The MW ends because the food comes.",
16.12.2022 19:20:30,7053,Random sampling,1 - 5 Minutes,Yes,Conversation,Planning,Yes,Negative,7,Yes,Yes,3,4,"anxious, angry, argumentatively","The context for this mind wandering is the following. In Ljubljana, I live in a house where we have constant problems with our landlord. This week he came into the house and took all the plates, mugs and kitchen appliances we had. This mind wandering happened after I found out what he did. So I immediately started arguing with him. The mind wandering started on purpose, but I can't remember how it ended. ","The content of this mind wandering was argument with my landlord about his behavior. I remember I asked him if he thinks this behavior is normal and if he gave at least one thought about the fact that he left 8 people living in the house without the possibility to cook and eat as normal human beings. He replied with some weak argumentation about his mental health issues and then I know the argument ended, but I don't remember how or what was the result of the argument. ",
16.12.2022 19:37:53,7053,Purposeful sampling,< 1 Minute,Yes,Other,Playing around,Yes,Neutral,2,No,No,5,1,"nostalgic, sad but also hopeful ",This purposeful sampling caught me when I was scrolling thru Instagram. There was a video of one girl living in NY with 20 other people in one house. It started with this video and ended with a beep from my phone.,I didn't have visual content during this mind wandering. It was more based on emotions. I felt nostalgic and a bit sad. Probably because I would like to experience something like that in my life. I didn't have control over this feeling and since the emotions were mixed I can't tell which emotion prevailed. ,
16.12.2022 20:01:20,7053,Random sampling,< 1 Minute,Yes,Activity,Planning,Yes,Positive,4,Yes,I don't know,5,2,,A few days earlier we were talking with friends about going skiing and today while I was sitting on a bus and I was listening to music and began to wonder about skiing. Then another song started playing and I realized it was just an imagination.,"I was picturing myself and my friends in a cabin, just chilling, drinking hot chocolate and it felt so calm. There was also a fireplace there. I had a feeling we were just so happy and really close. ",I am thinking about how I and my old friend grew apart during the past year and it upsets me a lot.
